id,visit_id,visitor_id,domain,url,country,date,page_views,time on site
v31957,visit_24873,visitor_22712,domain_2,url_99,c_27,2013-08-18 02:10:10,1,0
v31958,visit_256,visitor_240,domain_2,url_92,c_17,2013-07-05 18:18:34,1,3
v31960,visit_266,visitor_249,domain_2,url_91,c_02,2013-01-30 12:50:00,0,1
v31961,visit_24874,visitor_22713,domain_2,url_94,c_30,2014-02-22 20:50:38,1,0
v31964,visit_24877,visitor_22716,domain_2,url_136,c_14,2014-03-04 14:37:01,1,0
v31965,visit_24878,visitor_22717,domain_2,url_26,c_12,2013-02-06 16:42:08,1,158
v31966,visit_256,visitor_240,domain_2,url_92,c_17,2013-07-05 18:25:34,0,19
v31968,visit_24880,visitor_22719,domain_1,url_8,c_21,2013-07-28 18:00:04,1,0
v31969,visit_24881,visitor_22720,domain_1,url_10,c_21,2014-01-13 20:10:12,1,0
v31974,visit_137,visitor_129,domain_1,url_7,c_14,2014-02-28 11:05:17,1,19
v31975,visit_13770,visitor_41,domain_1,url_9,c_19,2013-11-06 06:55:37,1,30
v31977,visit_119,visitor_113,domain_2,url_108,c_17,2013-07-05 20:05:40,1,7
v31980,visit_7306,visitor_71,domain_2,url_92,c_17,2013-09-12 11:23:23,1,27
v31981,visit_94,visitor_41,domain_1,url_10,c_19,2014-03-01 08:25:45,1,508
v31984,visit_169,visitor_157,domain_2,url_57,c_14,2013-05-03 17:05:05,1,151
v31985,visit_24887,visitor_22726,domain_2,url_106,c_12,2013-08-16 23:33:57,1,0
v31986,visit_24888,visitor_22727,domain_2,url_140,c_08,2013-11-08 16:04:52,1,0
v31987,visit_24889,visitor_22728,domain_2,url_35,c_12,2013-11-07 20:33:06,1,0
v31988,visit_24890,visitor_22729,domain_2,url_113,c_22,2014-01-18 14:47:47,1,1
v31990,visit_24892,visitor_229,domain_2,url_18,c_02,2014-04-07 12:43:50,1,0
v31992,visit_24893,visitor_22730,domain_2,url_39,c_13,2014-04-09 17:31:44,1,0
v31993,visit_24894,visitor_22731,domain_2,url_35,c_12,2013-11-10 22:25:03,1,0
v31994,visit_24895,visitor_12874,domain_2,url_59,c_03,2014-04-19 02:06:53,1,0
v31995,visit_24896,visitor_22732,domain_2,url_114,c_01,2013-01-06 13:26:29,1,0
v31996,visit_24897,visitor_22733,domain_2,url_39,c_12,2014-01-14 07:19:52,1,0
v31997,visit_266,visitor_249,domain_2,url_91,c_02,2013-01-30 12:50:02,1,0
v31998,visit_266,visitor_249,domain_2,url_91,c_02,2013-01-30 12:50:02,0,0
v31999,visit_7539,visitor_7142,domain_1,url_8,c_34,2014-05-11 17:49:02,0,0
v32000,visit_24898,visitor_22734,domain_2,url_140,c_08,2013-09-29 09:21:14,1,0
v32001,visit_24899,visitor_22735,domain_2,url_39,c_12,2014-05-24 10:28:30,1,0
v32004,visit_24863,visitor_22705,domain_2,url_111,c_08,2013-10-01 08:30:53,1,0
v32010,visit_24905,visitor_7014,domain_2,url_141,c_01,2013-01-12 12:32:37,1,0
v32011,visit_230,visitor_79,domain_2,url_109,c_03,2014-02-25 13:07:22,1,0
v32014,visit_13816,visitor_12877,domain_2,url_90,c_17,2014-05-12 13:15:09,1,0
v32015,visit_24908,visitor_22742,domain_2,url_51,c_13,2013-08-22 18:13:24,1,0
v32020,visit_7488,visitor_7097,domain_2,url_133,c_22,2013-11-17 14:05:15,1,0
v32022,visit_13858,visitor_12917,domain_2,url_107,c_26,2013-07-09 13:34:29,1,36
v32023,visit_24912,visitor_22746,domain_2,url_132,c_17,2013-06-19 13:57:18,1,0
v32025,visit_7496,visitor_7104,domain_2,url_12,c_01,2013-03-16 11:11:11,1,842
v32026,visit_328,visitor_305,domain_2,url_69,c_17,2014-01-25 13:29:15,1,319
v32027,visit_7544,visitor_7147,domain_2,url_90,c_17,2013-03-10 11:52:40,1,52
v32028,visit_285,visitor_264,domain_1,url_8,c_21,2013-11-13 19:40:54,0,1
v32029,visit_285,visitor_264,domain_1,url_5,c_21,2013-11-13 19:41:29,0,3
v32030,visit_24914,visitor_22748,domain_2,url_39,c_12,2014-01-22 08:25:25,1,0
v32031,visit_24915,visitor_12924,domain_2,url_109,c_03,2013-05-13 14:59:42,1,49
v32034,visit_24917,visitor_22750,domain_2,url_135,c_27,2013-06-11 21:10:09,1,0
v32037,visit_24920,visitor_22753,domain_2,url_112,c_27,2014-04-26 18:07:06,1,22
v32038,visit_13867,visitor_12926,domain_2,url_29,c_11,2013-04-04 20:11:27,1,144
v32042,visit_13869,visitor_12928,domain_2,url_117,c_11,2014-03-25 09:39:27,1,5
v32043,visit_19581,visitor_18065,domain_2,url_68,c_09,2013-10-14 00:41:17,1,300
v32044,visit_24924,visitor_22757,domain_2,url_113,c_32,2013-11-14 19:40:24,1,0
v32052,visit_306,visitor_283,domain_2,url_119,c_05,2013-11-13 15:11:25,1,27
v32053,visit_7522,visitor_283,domain_2,url_125,c_05,2013-11-09 16:43:05,1,7
v32054,visit_24928,visitor_283,domain_2,url_61,c_05,2013-11-10 11:52:14,1,0
v32056,visit_24929,visitor_22761,domain_2,url_21,c_14,2014-01-06 14:10:08,1,0
v32059,visit_24932,visitor_12934,domain_2,url_56,c_24,2014-05-14 12:53:43,1,2
v32060,visit_24933,visitor_12934,domain_2,url_56,c_24,2014-02-05 10:27:52,1,80
v32061,visit_13882,visitor_12939,domain_2,url_142,c_14,2013-11-19 06:54:22,1,34
v32062,visit_7529,visitor_7133,domain_2,url_62,c_17,2013-02-17 10:40:45,1,84
v32063,visit_7529,visitor_7133,domain_2,url_31,c_17,2013-02-17 10:42:21,1,54
v32066,visit_24936,visitor_22766,domain_2,url_23,c_03,2013-06-02 03:05:19,1,0
v32068,visit_24938,visitor_22768,domain_2,url_44,c_14,2013-03-27 10:11:42,1,0
v32069,visit_24939,visitor_14156,domain_2,url_136,c_30,2013-11-08 20:52:44,1,43
v32070,visit_24940,visitor_22769,domain_2,url_56,c_14,2014-05-26 20:15:02,1,0
v32071,visit_9036,visitor_8515,domain_2,url_106,c_12,2013-08-17 04:01:09,1,10
v32073,visit_24941,visitor_22770,domain_2,url_68,c_07,2014-05-08 19:37:45,1,0
v32074,visit_15247,visitor_14170,domain_2,url_69,c_23,2014-03-01 10:08:50,1,0
v32075,visit_20962,visitor_19273,domain_2,url_28,c_01,2013-02-14 08:11:04,1,267
v32076,visit_24942,visitor_22771,domain_2,url_139,c_01,2014-05-11 14:46:03,1,0
v32078,visit_24944,visitor_22773,domain_2,url_101,c_05,2014-05-22 10:45:21,1,0
v32079,visit_9044,visitor_8522,domain_2,url_57,c_07,2013-06-24 22:07:37,1,83
v32080,visit_24945,visitor_22774,domain_2,url_113,c_11,2013-02-06 23:30:06,1,0
v32081,visit_2037,visitor_1926,domain_2,url_41,c_17,2013-11-17 14:25:24,1,5
v32083,visit_2330,visitor_2207,domain_2,url_88,c_07,2014-05-12 07:44:34,0,0
v32084,visit_24947,visitor_22776,domain_2,url_142,c_07,2013-10-07 10:20:53,1,19
v32091,visit_24952,visitor_22781,domain_2,url_19,c_11,2013-11-05 16:21:45,1,125
v32093,visit_24954,visitor_22783,domain_2,url_18,c_20,2014-01-17 09:30:56,1,0
v32094,visit_24955,visitor_22784,domain_2,url_116,c_27,2013-03-06 15:29:45,1,0
v32095,visit_24956,visitor_22785,domain_2,url_118,c_01,2013-12-05 12:14:10,1,44
v32098,visit_24959,visitor_22788,domain_1,url_4,c_27,2013-05-27 14:00:18,1,23
v32099,visit_9063,visitor_8541,domain_2,url_37,c_17,2013-11-13 19:42:51,1,389
v32100,visit_24960,visitor_22789,domain_2,url_142,c_02,2014-04-22 16:07:43,1,0
v32101,visit_24961,visitor_22790,domain_2,url_109,c_03,2013-12-20 14:43:33,1,0
v32102,visit_2067,visitor_1956,domain_1,url_8,c_21,2014-02-10 00:30:13,1,3
v32103,visit_2067,visitor_1956,domain_1,url_8,c_21,2014-02-10 00:30:16,0,3
v32104,visit_24962,visitor_22791,domain_1,url_4,c_21,2013-06-21 18:16:45,1,11
v32105,visit_24963,visitor_22792,domain_2,url_106,c_12,2013-08-15 18:00:32,1,101
v32106,visit_24964,visitor_22793,domain_2,url_89,c_11,2013-01-18 20:00:38,1,290
v32108,visit_24965,visitor_6986,domain_2,url_102,c_05,2013-11-04 11:08:50,1,8
v32112,visit_210,visitor_198,domain_2,url_35,c_12,2013-08-13 13:09:51,1,0
v32113,visit_24969,visitor_22797,domain_2,url_94,c_27,2013-02-10 12:52:03,1,0
v32114,visit_184,visitor_172,domain_2,url_71,c_03,2013-12-26 02:17:46,1,0
v32117,visit_24970,visitor_22798,domain_1,url_4,c_21,2013-08-17 07:58:27,1,33
v32121,visit_306,visitor_283,domain_2,url_61,c_05,2013-11-13 15:38:58,1,7
v32122,visit_2024,visitor_1913,domain_2,url_136,c_05,2013-11-09 08:09:42,0,2
v32123,visit_20962,visitor_19273,domain_2,url_28,c_01,2013-02-14 08:17:05,1,1
v32130,visit_24978,visitor_22805,domain_2,url_77,c_07,2014-02-28 21:55:26,1,0
v32132,visit_24979,visitor_22806,domain_2,url_17,c_15,2014-04-30 08:15:13,1,935
v32134,visit_24981,visitor_22808,domain_2,url_39,c_12,2013-04-18 21:53:59,1,0
v32135,visit_24982,visitor_22809,domain_2,url_28,c_02,2013-12-14 11:08:24,1,0
v32139,visit_24985,visitor_22812,domain_2,url_121,c_28,2013-02-11 16:44:22,1,0
v32140,visit_24986,visitor_315,domain_2,url_31,c_06,2014-04-08 19:09:56,1,0
v32144,visit_24990,visitor_22816,domain_2,url_31,c_17,2013-08-29 18:18:02,1,0
v32145,visit_13909,visitor_12964,domain_2,url_56,c_06,2014-01-17 10:44:16,1,6
v32147,visit_24992,visitor_22818,domain_2,url_106,c_12,2013-08-25 15:17:20,1,48
v32148,visit_24993,visitor_22819,domain_2,url_12,c_02,2014-02-05 21:51:38,1,0
v32150,visit_24995,visitor_22821,domain_2,url_106,c_12,2013-08-11 23:16:20,1,0
v32151,visit_355,visitor_332,domain_2,url_57,c_11,2013-04-10 10:53:58,1,1
v32153,visit_24997,visitor_22823,domain_2,url_41,c_17,2013-02-01 23:41:08,1,0
v32156,visit_350,visitor_327,domain_2,url_77,c_15,2014-05-03 05:10:26,0,0
v32158,visit_25001,visitor_22827,domain_2,url_51,c_12,2013-08-22 14:59:47,1,0
v32159,visit_25002,visitor_22828,domain_2,url_18,c_20,2014-05-16 14:31:44,1,0
v32161,visit_25004,visitor_22830,domain_2,url_108,c_23,2013-09-28 00:06:11,1,0
v32162,visit_25005,visitor_7217,domain_2,url_72,c_03,2013-12-27 03:22:18,1,0
v32170,visit_25009,visitor_22834,domain_2,url_26,c_12,2013-02-01 00:04:35,1,0
v32171,visit_19612,visitor_18092,domain_2,url_56,c_15,2014-05-13 18:41:57,1,1
v32174,visit_355,visitor_332,domain_2,url_57,c_11,2013-04-10 10:53:53,1,1
v32175,visit_355,visitor_332,domain_2,url_57,c_11,2013-04-10 10:54:00,1,0
v32176,visit_355,visitor_332,domain_2,url_57,c_11,2013-04-10 10:54:04,1,0
v32178,visit_25012,visitor_22837,domain_2,url_93,c_27,2013-12-19 18:00:56,1,14
v32179,visit_25013,visitor_7172,domain_2,url_12,c_01,2013-09-24 14:37:59,1,0
v32180,visit_25014,visitor_22838,domain_2,url_90,c_04,2013-11-30 02:08:32,1,133
v32182,visit_7618,visitor_7219,domain_1,url_8,c_21,2013-06-13 03:45:25,1,37
v32184,visit_25015,visitor_22839,domain_2,url_59,c_03,2013-01-12 07:01:08,1,0
v32185,visit_25016,visitor_22840,domain_2,url_137,c_02,2013-01-03 16:19:30,1,0
v32192,visit_25020,visitor_22844,domain_1,url_4,c_21,2013-09-12 21:50:43,1,52
v32193,visit_25021,visitor_7298,domain_2,url_125,c_23,2013-04-08 12:57:15,1,0
v32194,visit_25022,visitor_22845,domain_2,url_69,c_17,2014-01-13 01:45:25,1,0
v32195,visit_25023,visitor_22846,domain_2,url_34,c_37,2013-05-20 17:08:31,1,25
v32197,visit_13981,visitor_350,domain_2,url_37,c_17,2013-02-08 12:43:27,1,7
v32198,visit_25025,visitor_350,domain_2,url_31,c_17,2013-02-09 19:58:31,1,0
v32199,visit_25026,visitor_7237,domain_2,url_29,c_11,2013-10-08 20:21:52,1,0
v32202,visit_7738,visitor_7332,domain_2,url_134,c_01,2014-02-06 07:40:09,1,16
v32203,visit_25029,visitor_22850,domain_2,url_141,c_01,2013-02-23 07:37:37,1,0
v32204,visit_25030,visitor_22851,domain_2,url_40,c_17,2013-07-21 09:11:15,1,0
v32205,visit_25031,visitor_22852,domain_2,url_104,c_14,2013-01-09 12:43:15,1,0
v32208,visit_25034,visitor_22855,domain_2,url_58,c_17,2013-12-07 16:59:08,1,0
v32209,visit_25035,visitor_22856,domain_2,url_69,c_17,2014-02-22 17:26:40,1,15
v32211,visit_375,visitor_350,domain_2,url_90,c_17,2013-02-08 22:14:39,1,13
v32212,visit_25037,visitor_22858,domain_2,url_47,c_17,2013-09-02 23:53:15,1,0
v32214,visit_25039,visitor_22860,domain_2,url_18,c_20,2013-12-03 23:40:53,1,0
v32217,visit_25041,visitor_22862,domain_2,url_102,c_05,2013-11-13 20:53:22,1,0
v32218,visit_25042,visitor_22863,domain_2,url_107,c_03,2014-05-29 07:28:10,0,0
v32219,visit_25043,visitor_22864,domain_2,url_21,c_14,2013-11-29 02:00:45,1,0
v32221,visit_25045,visitor_22866,domain_2,url_92,c_17,2014-03-06 23:50:13,1,0
v32222,visit_25046,visitor_22867,domain_2,url_120,c_03,2014-03-19 01:04:41,1,0
v32224,visit_25048,visitor_7338,domain_2,url_37,c_06,2013-11-17 16:24:40,1,26
v32225,visit_13980,visitor_350,domain_2,url_37,c_17,2013-02-07 23:28:56,1,14
v32226,visit_25049,visitor_22869,domain_2,url_128,c_19,2013-10-23 17:59:28,1,7
v32228,visit_19728,visitor_18199,domain_1,url_8,c_21,2013-06-30 19:29:52,1,8
v32229,visit_25051,visitor_22871,domain_1,url_3,c_21,2013-06-16 06:49:41,1,0
v32232,visit_25053,visitor_22873,domain_2,url_35,c_12,2013-08-18 18:51:57,1,0
v32233,visit_25054,visitor_22874,domain_1,url_4,c_21,2013-07-03 05:19:08,1,0
v32235,visit_25055,visitor_22875,domain_2,url_26,c_13,2013-02-19 22:03:44,1,0
v32238,visit_25056,visitor_22876,domain_2,url_126,c_20,2013-02-28 07:54:19,1,0
v32241,visit_25058,visitor_22878,domain_2,url_88,c_14,2014-04-18 14:37:43,1,0
v32244,visit_19635,visitor_18114,domain_2,url_23,c_26,2013-05-29 05:55:43,1,50
v32246,visit_528,visitor_501,domain_2,url_42,c_03,2014-03-06 14:03:25,1,24
v32248,visit_25063,visitor_22883,domain_2,url_51,c_13,2013-09-10 12:39:51,1,0
v32249,visit_531,visitor_350,domain_2,url_27,c_17,2013-02-09 11:41:36,1,11
v32250,visit_7677,visitor_7274,domain_2,url_67,c_13,2013-11-12 22:51:55,1,0
v32252,visit_25064,visitor_22884,domain_2,url_39,c_12,2014-03-23 08:28:55,1,88
v32253,visit_25065,visitor_22885,domain_2,url_58,c_23,2013-11-26 18:37:04,1,0
v32255,visit_443,visitor_416,domain_2,url_63,c_12,2013-02-28 22:53:32,1,0
v32257,visit_25068,visitor_22888,domain_2,url_35,c_12,2013-08-27 21:08:30,1,66
v32258,visit_422,visitor_397,domain_2,url_91,c_01,2013-01-19 21:50:06,0,0
v32259,visit_422,visitor_397,domain_2,url_91,c_01,2013-01-19 21:50:28,1,1
v32260,visit_25069,visitor_22889,domain_2,url_31,c_17,2014-02-22 21:19:53,1,92
v32261,visit_355,visitor_332,domain_2,url_57,c_11,2013-04-10 10:53:56,1,0
v32262,visit_355,visitor_332,domain_2,url_57,c_11,2013-04-10 10:54:00,1,1
v32263,visit_7581,visitor_7182,domain_2,url_117,c_11,2014-02-18 21:46:57,1,6
v32266,visit_25072,visitor_22892,domain_2,url_125,c_06,2014-04-23 22:51:47,1,230
v32270,visit_25074,visitor_22894,domain_2,url_51,c_12,2013-03-22 19:10:07,1,0
v32272,visit_7625,visitor_7226,domain_2,url_113,c_11,2013-04-13 13:28:46,1,32
v32274,visit_395,visitor_370,domain_2,url_66,c_07,2013-06-27 00:00:16,1,2
v32275,visit_25077,visitor_22896,domain_2,url_108,c_17,2013-09-20 13:57:35,1,0
v32276,visit_25078,visitor_22897,domain_2,url_106,c_12,2014-01-30 22:13:55,1,13
v32277,visit_25079,visitor_22898,domain_2,url_106,c_12,2013-08-28 00:09:45,1,11
v32278,visit_25080,visitor_22899,domain_2,url_126,c_02,2014-04-23 06:21:28,1,0
v32280,visit_7678,visitor_7275,domain_2,url_86,c_03,2014-04-29 09:03:43,1,1
v32284,visit_25083,visitor_22902,domain_2,url_139,c_01,2013-05-25 16:47:43,1,0
v32286,visit_25084,visitor_22903,domain_2,url_12,c_20,2013-12-20 09:55:26,1,467
v32287,visit_25085,visitor_22904,domain_2,url_23,c_03,2013-05-23 13:22:53,1,0
v32290,visit_25087,visitor_22906,domain_2,url_28,c_01,2013-01-16 23:00:28,1,0
v32291,visit_7744,visitor_7338,domain_2,url_127,c_23,2013-11-17 18:06:42,1,10
v32294,visit_422,visitor_397,domain_2,url_91,c_01,2013-01-19 21:50:05,0,1
v32295,visit_25088,visitor_22907,domain_2,url_61,c_05,2013-10-03 12:08:36,1,40
v32297,visit_542,visitor_513,domain_2,url_25,c_05,2014-03-26 03:18:24,1,105
v32298,visit_25089,visitor_22908,domain_2,url_113,c_22,2013-07-08 00:28:19,1,0
v32301,visit_25091,visitor_22909,domain_2,url_132,c_04,2013-03-16 15:42:57,1,0
v32302,visit_25092,visitor_22910,domain_2,url_56,c_15,2013-12-09 09:57:57,1,55
v32303,visit_25093,visitor_22911,domain_2,url_79,c_14,2013-06-03 12:28:15,1,0
v32304,visit_418,visitor_393,domain_2,url_66,c_18,2013-09-20 22:29:34,1,8
v32306,visit_13981,visitor_350,domain_2,url_41,c_17,2013-02-08 12:43:48,1,62
v32308,visit_7617,visitor_7218,domain_2,url_109,c_03,2014-03-24 02:21:29,1,80
v32312,visit_25097,visitor_22914,domain_2,url_107,c_03,2013-10-06 10:44:52,1,46
v32313,visit_354,visitor_331,domain_2,url_85,c_28,2013-01-23 05:59:50,1,0
v32314,visit_7617,visitor_7218,domain_2,url_71,c_03,2014-03-24 02:22:49,1,26
v32315,visit_19672,visitor_18146,domain_2,url_81,c_05,2013-01-19 21:07:55,1,7
v32316,visit_25098,visitor_22915,domain_2,url_106,c_12,2013-08-27 23:07:09,1,44
v32318,visit_25049,visitor_22869,domain_2,url_128,c_19,2013-10-23 18:00:23,1,0
v32319,visit_25100,visitor_7267,domain_2,url_31,c_04,2014-05-05 21:12:13,1,0
v32320,visit_19696,visitor_18169,domain_2,url_17,c_14,2013-09-28 12:13:17,0,0
v32322,visit_13940,visitor_350,domain_2,url_48,c_17,2013-02-08 14:09:46,1,126
v32323,visit_25101,visitor_22917,domain_2,url_94,c_22,2013-12-07 22:57:34,1,0
v32326,visit_25104,visitor_395,domain_2,url_118,c_01,2013-03-08 17:11:23,1,0
v32327,visit_499,visitor_472,domain_2,url_127,c_17,2013-11-24 16:26:18,1,1
v32336,visit_25112,visitor_22925,domain_2,url_18,c_20,2014-03-27 12:10:07,1,0
v32338,visit_25114,visitor_22927,domain_2,url_118,c_02,2013-10-10 13:31:49,1,0
v32339,visit_14067,visitor_13106,domain_2,url_31,c_23,2013-01-11 14:34:44,1,58
v32341,visit_25116,visitor_22929,domain_2,url_106,c_12,2013-11-11 21:39:37,1,0
v32342,visit_25117,visitor_22930,domain_2,url_64,c_27,2013-12-20 08:36:13,1,44
v32345,visit_556,visitor_526,domain_2,url_56,c_16,2014-03-08 03:57:31,1,61
v32348,visit_25121,visitor_526,domain_2,url_68,c_16,2014-04-24 07:43:33,1,0
v32349,visit_25122,visitor_22934,domain_2,url_120,c_03,2014-01-14 14:28:44,1,0
v32352,visit_14031,visitor_13074,domain_2,url_97,c_07,2013-04-12 11:31:58,1,0
v32354,visit_19792,visitor_18210,domain_2,url_109,c_03,2014-05-29 05:27:59,1,2
v32356,visit_7770,visitor_7359,domain_2,url_56,c_15,2014-05-04 00:19:04,0,2
v32357,visit_25123,visitor_7359,domain_2,url_88,c_15,2014-05-15 00:50:20,1,54
v32361,visit_25126,visitor_22937,domain_2,url_119,c_05,2014-05-21 18:10:55,1,0
v32366,visit_25129,visitor_22940,domain_2,url_47,c_17,2013-08-26 19:30:20,1,3
v32367,visit_25130,visitor_22941,domain_2,url_31,c_17,2014-02-01 00:37:18,1,0
v32368,visit_25131,visitor_22942,domain_2,url_122,c_26,2014-03-31 16:40:15,1,0
v32370,visit_13992,visitor_13038,domain_2,url_39,c_12,2013-04-27 23:00:15,1,15
v32373,visit_25135,visitor_22869,domain_2,url_128,c_19,2013-10-23 23:18:12,1,0
v32374,visit_25136,visitor_22946,domain_2,url_113,c_11,2013-02-10 20:50:43,1,61
v32379,visit_25140,visitor_22949,domain_2,url_142,c_10,2014-03-13 20:05:15,1,0
v32380,visit_19696,visitor_18169,domain_2,url_88,c_14,2013-09-28 12:13:30,1,13
v32382,visit_25141,visitor_22950,domain_2,url_23,c_03,2014-05-01 15:48:16,1,0
v32384,visit_25143,visitor_22952,domain_2,url_56,c_11,2014-01-23 12:52:07,1,3
v32387,visit_14060,visitor_13100,domain_2,url_89,c_02,2013-02-01 15:16:32,1,50
v32388,visit_25146,visitor_22954,domain_2,url_42,c_03,2014-05-15 02:28:38,1,0
v32389,visit_7708,visitor_7283,domain_2,url_102,c_05,2013-12-13 17:36:18,1,781
v32392,visit_25148,visitor_22956,domain_2,url_141,c_01,2013-06-12 01:46:18,1,0
v32393,visit_25149,visitor_22957,domain_2,url_89,c_06,2013-10-25 13:23:16,1,0
v32394,visit_25150,visitor_22958,domain_2,url_56,c_27,2014-04-20 21:42:19,1,0
v32396,visit_14066,visitor_13105,domain_2,url_123,c_22,2013-05-30 18:28:56,1,0
v32397,visit_25151,visitor_22959,domain_2,url_114,c_10,2013-01-16 13:25:12,1,0
v32398,visit_25152,visitor_22960,domain_2,url_136,c_05,2014-03-01 21:29:15,1,19
v32403,visit_512,visitor_485,domain_1,url_7,c_11,2013-12-15 09:24:22,1,30
v32404,visit_512,visitor_485,domain_1,url_10,c_11,2013-12-15 09:24:53,1,66
v32405,visit_512,visitor_485,domain_1,url_10,c_11,2013-12-15 09:26:06,0,1
v32407,visit_25157,visitor_529,domain_2,url_78,c_32,2013-01-22 17:34:40,1,0
v32412,visit_7726,visitor_7321,domain_2,url_47,c_17,2014-02-16 17:15:42,1,6
v32415,visit_25161,visitor_22967,domain_2,url_101,c_05,2013-03-18 09:21:11,1,50
v32417,visit_25163,visitor_22968,domain_2,url_39,c_12,2013-08-05 15:32:24,1,1485
v32421,visit_471,visitor_444,domain_2,url_129,c_08,2013-04-25 13:36:10,1,24
v32422,visit_25166,visitor_22970,domain_2,url_28,c_01,2014-05-01 20:41:19,1,0
v32424,visit_25168,visitor_22972,domain_1,url_9,c_21,2013-01-13 17:33:27,1,0
v32426,visit_25170,visitor_22974,domain_2,url_121,c_08,2013-11-29 13:37:50,1,187
v32427,visit_19740,visitor_18210,domain_2,url_107,c_03,2014-05-28 18:57:37,1,191
v32428,visit_7723,visitor_7318,domain_2,url_68,c_07,2014-04-08 19:37:14,1,138
v32430,visit_25172,visitor_22975,domain_1,url_4,c_21,2013-10-03 16:45:58,1,9
v32433,visit_581,visitor_551,domain_2,url_57,c_11,2013-04-10 10:54:00,1,1
v32434,visit_581,visitor_551,domain_2,url_57,c_11,2013-04-10 10:54:05,1,0
v32436,visit_25176,visitor_22979,domain_2,url_17,c_14,2014-04-04 15:49:51,1,0
v32438,visit_25178,visitor_22981,domain_2,url_51,c_13,2014-05-23 01:30:33,1,0
v32440,visit_25179,visitor_22982,domain_1,url_3,c_21,2014-04-18 07:35:47,1,7
v32441,visit_14088,visitor_7370,domain_2,url_36,c_05,2013-03-27 12:30:45,1,0
v32442,visit_581,visitor_551,domain_2,url_57,c_11,2013-04-10 10:54:00,1,0
v32443,visit_25180,visitor_22983,domain_2,url_12,c_20,2013-08-15 17:31:31,1,0
v32445,visit_25182,visitor_22985,domain_2,url_94,c_11,2013-03-16 07:06:28,1,0
v32448,visit_25185,visitor_22988,domain_1,url_4,c_21,2013-05-26 16:00:08,1,9
v32450,visit_7798,visitor_7383,domain_2,url_69,c_17,2013-02-21 21:43:40,1,57
v32452,visit_25188,visitor_22991,domain_2,url_117,c_11,2013-01-18 22:02:20,1,0
v32456,visit_602,visitor_571,domain_2,url_104,c_07,2013-01-05 20:49:11,1,0
v32458,visit_25192,visitor_22995,domain_2,url_105,c_08,2014-01-19 15:04:45,1,0
v32460,visit_25194,visitor_22997,domain_2,url_79,c_15,2013-05-23 10:12:23,1,0
v32462,visit_605,visitor_574,domain_2,url_119,c_05,2014-01-17 10:04:32,1,16
v32463,visit_605,visitor_574,domain_2,url_61,c_05,2014-01-17 10:30:56,1,8
v32464,visit_7813,visitor_574,domain_2,url_81,c_05,2014-04-08 09:55:15,1,456
v32465,visit_613,visitor_574,domain_2,url_125,c_05,2014-04-08 11:43:12,1,2
v32466,visit_7822,visitor_574,domain_2,url_101,c_05,2014-04-12 10:14:27,1,1293
v32467,visit_25196,visitor_22999,domain_2,url_106,c_12,2013-08-19 10:35:59,1,0
v32469,visit_25198,visitor_574,domain_2,url_61,c_05,2014-04-12 17:03:43,1,6
v32470,visit_25199,visitor_23001,domain_2,url_101,c_05,2014-05-06 11:19:57,1,0
v32474,visit_25202,visitor_23004,domain_2,url_19,c_11,2013-11-26 00:00:25,1,0
v32475,visit_617,visitor_583,domain_2,url_107,c_03,2013-05-01 00:33:17,1,135
v32477,visit_622,visitor_588,domain_2,url_35,c_12,2013-08-29 09:07:56,1,151
v32478,visit_7832,visitor_7408,domain_2,url_79,c_30,2013-09-08 08:01:41,0,0
v32479,visit_25204,visitor_23006,domain_2,url_39,c_12,2013-11-17 17:35:32,1,0
v32481,visit_25206,visitor_23008,domain_2,url_111,c_31,2014-02-07 18:30:03,1,0
v32485,visit_25208,visitor_601,domain_2,url_63,c_13,2013-01-03 14:21:10,1,0
v32486,visit_19836,visitor_602,domain_2,url_88,c_11,2014-02-21 10:51:28,1,22
v32488,visit_25210,visitor_23010,domain_2,url_78,c_27,2013-11-30 12:02:22,1,0
v32489,visit_25211,visitor_23011,domain_2,url_79,c_06,2013-01-03 07:15:41,1,0
v32492,visit_25214,visitor_23014,domain_2,url_90,c_27,2014-04-04 23:23:42,1,31
v32493,visit_25215,visitor_13164,domain_1,url_2,c_10,2014-04-16 12:38:42,1,0
v32494,visit_14136,visitor_609,domain_2,url_112,c_11,2013-09-03 14:51:28,1,39
v32499,visit_25220,visitor_617,domain_2,url_95,c_15,2013-08-25 18:51:19,1,79
v32500,visit_25221,visitor_23018,domain_2,url_39,c_13,2014-05-26 07:43:46,1,0
v32501,visit_7788,visitor_7376,domain_2,url_32,c_06,2014-05-02 23:05:17,1,10
v32504,visit_25224,visitor_23021,domain_2,url_48,c_17,2013-01-11 12:42:12,1,0
v32506,visit_25226,visitor_23022,domain_2,url_32,c_05,2013-04-05 12:50:34,1,26
v32507,visit_19838,visitor_18292,domain_2,url_36,c_05,2014-02-11 09:13:52,0,0
v32508,visit_25227,visitor_23023,domain_2,url_39,c_13,2014-05-15 09:13:38,1,0
v32509,visit_25228,visitor_23024,domain_2,url_116,c_08,2013-01-24 09:16:36,1,0
v32510,visit_25229,visitor_23025,domain_2,url_48,c_23,2013-11-15 11:01:39,1,0
v32511,visit_25230,visitor_23026,domain_2,url_71,c_03,2014-02-02 00:06:38,1,0
